symbol,name,industry,industry_rank,price,pct_off_high,rs_rating,eps_rating,ad_rating
ACRS,Aclaris Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,87,5.679999828338623,-0.5253977164260348,98,6,A-
ACRV,Acrivon Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,87,1.75,-41.86046493207248,57,6,A-
ACT,Enact Holdings Inc. Common Stock,Specialty Insurers,110,46.52000045776367,-0.06444421007206769,74,76,C
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,Multi-Sector Companies,131,4.539999961853027,-12.01550201343572,61,33,D-
ACTU,Actuate Therapeutics Inc. Common stock,Biotechnology: Pharmaceutical Preparations,87,1.440000057220459,-83.48623838160599,7,22,A+
ACU,Acme United Corporation. Common Stock,Industrial Machinery/Components,79,47.54999923706055,-2.5192831207100252,63,53,C+
ACVA,ACV Auctions Inc. Class A Common Stock,Business Services,99,7.449999809265137,-51.497395990979086,53,44,B+
ACXP,Acurx Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,87,1.5499999523162842,-83.85416780494977,8,6,E+
AD,Array Digital Infrastructure Inc. Common Shares,Telecommunications Equipment,83,35.0,-20.547317914297814,45,76,E+
ADAG,Adagene Inc. American Depositary Shares,Biotechnology: Pharmaceutical Preparations,87,3.5899999141693115,-24.895402581723946,90,12,A-
ADAM,Adamas Trust Inc. Common Stock,Real Estate Investment Trusts,39,8.979999542236328,-5.573088053519681,81,61,C+
ADBE,Adobe Inc. Common Stock,Computer Software: Prepackaged Software,120,237.25,-36.37192503906466,27,89,D-
ADC,Agree Realty Corporation Common Stock,Real Estate Investment Trusts,39,81.12000274658203,0.0,61,75,C
ADCT,ADC Therapeutics SA Common Shares,Biotechnology: Pharmaceutical Preparations,87,1.350000023841858,-72.33606573395497,6,6,E
ADEA,Adeia Inc. Common Stock,Computer Software: Prepackaged Software,120,25.3799991607666,-24.390925067037962,81,76,D+
ADGM,Adagio Medical Holdings Inc Common Stock,Medical/Dental Instruments,113,0.5299999713897705,-77.54237309539158,7,22,E-
ADI,Analog Devices Inc. Common Stock,Semiconductors,6,375.3599853515625,-15.740330408880599,82,91,E+
ADIL,Adial Pharmaceuticals Inc Common Stock,Biotechnology: Pharmaceutical Preparations,87,2.799999952316284,-82.22222252497598,37,6,A+
ADM,Archer-Daniels-Midland Company Common Stock,Packaged Foods,120,85.9000015258789,0.0,86,51,C+
ADMA,ADMA Biologics Inc Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),87,8.710000038146973,-57.26201964269687,16,87,E+
ADNT,Adient plc Ordinary Shares,Auto Parts:O.E.M.,61,19.790000915527344,-26.947210025627044,36,61,D-
ADP,Automatic Data Processing Inc. Common Stock,Diversified Commercial Services,89,255.27000427246094,-15.622338511615252,56,77,B
ADPT,Adaptive Biotechnologies Corporation Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),87,22.920000076293945,0.0,93,6,A
ADSE,ADS-TEC ENERGY PLC Ordinary Shares,Industrial Specialties,83,12.0,-7.550073781185073,56,,B+
ADSK,Autodesk Inc. Common Stock,Computer Software: Prepackaged Software,120,218.35000610351562,-33.18338982401895,28,94,D+
ADT,ADT Inc. Common Stock,Diversified Commercial Services,89,7.0,-19.025173242900806,37,87,D+
ADTN,ADTRAN Holdings Inc. Common Stock,Telecommunications Equipment,83,11.649999618530273,-39.94845439376938,54,72,E+
ADUR,Aduro Clean Technologies Inc. Common Stock,Major Chemicals,53,13.170000076293945,-24.26681691470609,48,22,E
ADUS,Addus HomeCare Corporation Common Stock,Medical/Nursing Services,37,114.5199966430664,-6.704687052491732,61,91,B
ADV,Advantage Solutions Inc. Class A Common Stock,Business Services,99,38.220001220703125,-21.99999750876913,85,6,D
ADVB,Advanced Biomed Inc. Common Stock,Medical Specialities,33,5.03000020980835,-65.87516765323004,24,36,A+
ADXN,Addex Therapeutics Ltd American Depositary Shares,Biotechnology: Pharmaceutical Preparations,87,5.695000171661377,-47.99086510629288,22,,D-
AEBI,Aebi Schmidt Holding AG Common Stock,Auto Manufacturing,133,12.760000228881836,-18.08912102571845,59,,C+
AEC,Anfield Energy Inc. Common Shares,Metal Mining,123,4.329999923706055,-60.20220700219582,17,,E+
AEE,Ameren Corporation Common Stock,Power Generation,60,111.55000305175781,-5.721768644800418,57,71,D
AEG,Aegon Ltd. New York Registry Shares,Life Insurance,19,9.010000228881836,-0.7709217556430059,72,6,C
AEHL,Antelope Enterprise Holdings Limited Class A Ordinary Shares,Building Materials,47,0.8299999833106995,-96.80523480394467,9,,A+
AEHR,Aehr Test Systems Common Stock,Electrical Products,6,81.05000305175781,-30.476924190468115,98,60,A-
AEI,Alset Inc. Common Stock (TX),Real Estate,70,1.190000057220459,-72.13114607643979,15,,B-
AEIS,Advanced Energy Industries Inc. Common Stock,Industrial Machinery/Components,79,284.04998779296875,-26.966259514336123,78,86,E-
AEM,Agnico Eagle Mines Limited Common Stock,Precious Metals,123,136.97000122070312,-45.55399842845068,26,98,E
AEMD,Aethlon Medical Inc. Common Stock,Medical/Dental Instruments,113,0.6499999761581421,-97.03196352748719,3,6,A+
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,Durable Goods,128,5.78000020980835,-31.43534993397814,33,55,C
AEO,American Eagle Outfitters Inc. Common Stock,Clothing/Shoe/Accessory Stores,67,17.030000686645508,-38.441904615348136,56,85,D+
AEON,AEON Biopharma Inc. Class A Common Stock,Biotechnology: Pharmaceutical Preparations,87,0.29499998688697815,-78.92857200637157,5,12,A+
AEP,American Electric Power Company Inc. Common Stock,Electric Utilities: Central,64,132.13999938964844,-4.7227651138913584,61,59,D+
AER,AerCap Holdings N.V. Ordinary Shares,Diversified Commercial Services,89,146.97000122070312,-4.555997518331834,62,90,C-
AERO,Grupo Aeromexico S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares),Air Freight/Delivery Services,25,15.430000305175781,-32.6494962551528,32,51,E+
AERT,Aeries Technology Inc. Class A Ordinary Share,Professional Services,75,6.5,-26.136365237314806,79,,A
AES,The AES Corporation Common Stock,Electric Utilities: Central,64,14.770000457763672,-13.47155788168326,57,91,D+
AESI,Atlas Energy Solutions Inc. Common Stock,Mining & Quarrying of Nonmetallic Minerals (No Fuels),75,14.069999694824219,-28.7594952160799,67,6,D
AEVA,Aeva Technologies Inc. Common Stock,Auto Parts:O.E.M.,61,16.709999084472656,-48.153895991916585,38,6,D-
AEYE,AudioEye Inc. Common Stock,Computer Software: Prepackaged Software,120,6.610000133514404,-56.99414324833636,21,75,E+
AFBI,Affinity Bancshares Inc. Common Stock (MD),Banks,18,22.739999771118164,0.0,61,69,D+
AFCG,Advanced Flower Capital Inc. Common Stock,Real Estate,70,2.809999942779541,-39.97344080602071,42,43,C+
AFG,American Financial Group Inc. Common Stock,Property-Casualty Insurers,35,141.88999938964844,-0.3975143570356332,61,78,C
AFJK,Aimei Health Technology Co. Ltd Ordinary Share,,,12.0,-86.4406779661017,13,,E-
AFJKU,Aimei Health Technology Co. Ltd Unit,,,17.239999771118164,-77.12617866144367,25,,E-
AFL,AFLAC Incorporated Common Stock,Accident &Health Insurance,13,124.72000122070312,0.0,66,64,C
AFRI,Forafric Global PLC Ordinary Shares,Packaged Foods,120,10.850000381469727,-3.812051078729961,71,,B+
AFRM,Affirm Holdings Inc. Class A Common Stock,Finance: Consumer Services,123,76.06999969482422,-17.476676672832482,66,75,B-
AFYA,Afya Limited Class A Common Shares,Other Consumer Services,118,13.899999618530273,-12.358134177649804,40,67,D
AG,First Majestic Silver Corp. Ordinary Shares (Canada),Precious Metals,123,15.8100004196167,-50.5644772957239,54,90,E+
AGBK,AGI Inc Class A Common Shares,Commercial Banks,9,6.920000076293945,-42.33333269755045,24,,D-
AGCC,Agencia Comercial Spirits Ltd Class A Ordinary Shares,Beverages (Production/Distribution),97,15.5,-35.30884560824204,93,,C-
AGCO,AGCO Corporation Common Stock,Industrial Machinery/Components,79,115.33000183105469,-17.69832853366099,53,67,D
AGEN,Agenus Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),87,5.010000228881836,-25.446422837775806,54,33,A+
AGI,Alamos Gold Inc. Class A Common Shares,Precious Metals,123,28.260000228881836,-48.82124695693516,23,97,E-
AGIG,Abundia Global Impact Group Inc. Common stock,Oil & Gas Production,23,1.0099999904632568,-91.44067818527418,10,,D
AGIO,Agios Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,87,39.61000061035156,-12.925919655216456,63,6,A-
AGL,agilon health inc. Common Stock,Misc Health and Biotechnology Services,4,129.83999633789062,0.0,99,30,A
AGM,Federal Agricultural Mortgage Corporation Common Stock,Finance Companies,51,205.5,-0.3539716542997451,77,74,B-
AGMB,AgomAb Therapeutics NV American Depositary Shares,Biotechnology: Biological Products (No Diagnostic Substances),87,12.039999961853027,-32.435464825793346,38,,B
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,EDP Services,128,1.0299999713897705,-90.03868514323008,17,,A
AGNC,AGNC Investment Corp. Common Stock,Real Estate Investment Trusts,39,11.220000267028809,-1.8372706258973581,69,31,C
AGNT,AGNT Inc. Common Stock,Real Estate,70,4.579999923706055,-60.49472592920901,13,34,D+
AGO,Assured Guaranty Ltd. Common Stock,Property-Casualty Insurers,35,84.95999908447266,-6.962367967564798,51,74,D+
AGPU,Axe Compute Inc. Common Stock,Industrial Specialties,83,6.869999885559082,-61.83333396911621,70,,A
AGRO,Adecoagro S.A. Common Shares,Farming/Seeds/Milling,91,10.069999694824219,-33.66271744150924,51,53,E+
AGRZ,Agroz Inc. Ordinary Shares,Farming/Seeds/Milling,91,0.3370000123977661,-94.59069002622758,11,,E-
AGX,Argan Inc. Common Stock,Engineering & Construction,74,551.260009765625,-30.96737609511503,92,95,E
AGYS,Agilysys Inc. Common Stock (DE),EDP Services,128,106.68000030517578,-24.404759072881475,71,78,A
AHCO,AdaptHealth Corp. Common Stock,Medical/Nursing Services,37,10.960000038146973,-18.086696977543827,52,31,D
AHG,Akso Health Group ADS,Business Services,99,1.5099999904632568,-39.60000038146973,31,30,D
AHMA,Ambitions Enterprise Management Co. L.L.C Class A Ordinary Shares,Services-Misc. Amusement & Recreation,116,1.7200000286102295,-95.36513069167009,21,,A+
AHR,American Healthcare REIT Inc. Common Stock,Real Estate Investment Trusts,39,57.15999984741211,0.0,80,71,B
AHRT,AH Realty Trust Inc. Common Stock,Real Estate,70,7.050000190734863,-1.810579954203706,64,6,C+
AHT,Ashford Hospitality Trust Inc Common Stock,Real Estate Investment Trusts,39,3.25,-51.780413792791194,27,6,B+
AI,C3.ai Inc. Class A Common Stock,Computer Software: Prepackaged Software,120,8.819999694824219,-69.7530873080338,18,6,D-
AIB,AIB Data Centers Inc. Common Stock,Investment Bankers/Brokers/Service,83,1.7699999809265137,-50.96952818943142,27,,B+
AIDX,20/20 Biolabs Inc. Common Stock,Precision Instruments,39,0.5199999809265137,-97.81970661379725,2,,A+
AIFA,All In FutureTech Alliance Inc. Common Stock,Services-Misc. Amusement & Recreation,116,2.049999952316284,-82.38831708031469,13,6,A
AIFC,AI Financial Corporation Common Stock,Finance: Consumer Services,123,0.550000011920929,-93.86845043982245,5,94,E+
AIFF,Firefly Neuroscience Inc. Common Stock,Computer Software: Prepackaged Software,120,1.149999976158142,-62.295082159434486,18,,C+
AIFU,AIFU Inc. Class A Ordinary Share,Specialty Insurers,110,34.52000045776367,-81.239130185998,22,39,B
AIG,American International Group Inc. New Common Stock,Life Insurance,19,80.5,-5.86332534117453,52,94,B-
AIHS,Senmiao Technology Limited Common Stock,Finance: Consumer Services,123,1.309999942779541,-66.14987127860623,31,,A+
AII,American Integrity Insurance Group Inc. Common Stock,Property-Casualty Insurers,35,18.65999984741211,-24.78237108950694,45,51,B
AIIO,Robo.ai Inc. Class B Ordinary Shares,Auto Manufacturing,133,3.950000047683716,-92.46183218957938,98,,A+
AIIR,Air Global PLC Ordinary Shares,Tobacco,,6.050000190734863,-59.66666539510091,13,,E
AIM,AIM ImmunoTech Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),87,0.25999999046325684,-97.10205427687349,4,6,A+
AIMD,Ainos Inc. Common Stock,Computer peripheral equipment,56,1.649999976158142,-61.17647114922018,24,,A+
AIN,Albany International Corporation Common Stock,Textiles,30,74.54000091552734,-2.2938785935232797,80,55,B-
AIOS,AIOS Tech Inc. Class A Common Shares,Metal Fabrications,37,13.020000457763672,-85.84782558938731,17,,A
AIOT,PowerFleet Inc. Common Stock,Telecommunications Equipment,83,4.230000019073486,-25.132744288946775,48,76,B
AIP,Arteris Inc. Common Stock,Semiconductors,6,31.040000915527344,-36.11854122648287,97,6,C
AIR,AAR Corp. Common Stock,Aerospace,104,135.33999633789062,-5.758654855033008,87,95,B
AIRE,reAlpha Tech Corp. Common Stock,Real Estate,70,1.3899999856948853,-96.1655172808417,2,14,E-
AIRG,Airgain Inc. Common Stock,Radio And Television Broadcasting And Communications Equipment,65,5.989999771118164,-18.944521253871393,77,12,D-
AIRI,Air Industries Group Common Stock,Military/Government/Technical,99,2.6500000953674316,-25.141239437181284,27,6,E-
AIRJ,AirJoule Technologies Corporation Class A Common Stock,Industrial Machinery/Components,79,3.740000009536743,-43.247345630666686,47,14,C-
AIRO,AIRO Group Holdings Inc. Common Stock,Aerospace,104,6.53000020980835,-75.16165849217748,11,22,B-
AIRS,AirSculpt Technologies Inc. Common Stock,Medical/Nursing Services,37,4.449999809265137,-61.80257549376182,83,6,B+
AIRT,Air T Inc. Common Stock,Air Freight/Delivery Services,25,27.020000457763672,-15.53610299754239,77,,A
AISP,Airship AI Holdings Inc. Class A Common Stock,Computer Software: Prepackaged Software,120,2.0,-71.34670494935791,14,6,E-
AIT,Applied Industrial Technologies Inc. Common Stock,Industrial Specialties,83,336.4100036621094,-2.0754510989890007,77,81,C
AIV,Apartment Investment and Management Company Common Stock,Real Estate Investment Trusts,39,2.7300000190734863,-16.63992454353235,36,97,D
AIXC,AIxCrypto Holdings Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,87,0.7749999761581421,-87.10482617897785,7,6,E
AIXI,XIAO-I Corporation American Depositary Shares,Computer Software: Prepackaged Software,120,1.5399999618530273,-96.59893992188631,1,,E-
AIZ,Assurant Inc. Common Stock,Property-Casualty Insurers,35,276.8399963378906,-1.1673946609106922,80,90,C
AJG,Arthur J. Gallagher & Co. Common Stock,Specialty Insurers,110,253.89999389648438,-18.52558423345032,45,78,B
AKA,a.k.a. Brands Holding Corp. Common Stock,Catalog/Specialty Distribution,83,11.010000228881836,-26.107379122417353,44,6,D-
AKAM,Akamai Technologies Inc. Common Stock,Business Services,99,120.19000244140625,-25.412682824468725,86,72,B-
AKAN,Akanda Corp. Common Shares,Medicinal Chemicals and Botanical Products,134,9.1899995803833,-91.44578668545648,87,,A
AKBA,Akebia Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,87,1.340000033378601,-66.58354222208482,24,6,A-
AKO-A,Embotelladora Andina S.A.,,,22.600000381469727,-13.559773594755564,58,60,D
AKO-B,Embotelladora Andina S.A.,,,30.100000381469727,-7.1477667314509326,66,64,B+
AKR,Acadia Realty Trust Common Stock,Real Estate Investment Trusts,39,22.459999084472656,0.0,64,38,D
AKTS,Aktis Oncology Inc. Common stock,Biotechnology: Pharmaceutical Preparations,87,24.889999389648438,-22.773814014390748,74,12,B+
AKTX,Akari Therapeutics plc ADS,Biotechnology: Pharmaceutical Preparations,87,11.010000228881836,-75.74889898934053,69,,A+
ALAB,Astera Labs Inc. Common Stock,Semiconductors,6,303.6199951171875,-37.14131878119985,97,97,C+
ALAR,Alarum Technologies Ltd. American Depositary Share,Computer Software: Prepackaged Software,120,2.1700000762939453,-87.25029366668377,4,45,E-
ALB,Albemarle Corporation Common Stock,Major Chemicals,53,120.77999877929688,-43.841797439810115,42,39,E
ALBT,Avalon GloboCare Corp. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),87,0.28999999165534973,-90.2356906107152,7,,E-
ALC,Alcon Inc. Ordinary Shares,Ophthalmic Goods,106,70.26000213623047,-23.439612808472898,34,88,D-
ALCO,Alico Inc. Common Stock,,,40.93000030517578,-7.82853470571726,59,32,B
ALDF,Aldel Financial II Inc. Class A Ordinary Shares,,,10.699999809265137,-0.27958745807121765,49,,D
ALDX,Aldeyra Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,87,1.690000057220459,-71.3072988874474,14,6,D
ALEC,Alector Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),87,1.5,-54.81927619995821,19,6,E+
ALG,Alamo Group Inc. Common Stock,Industrial Machinery/Components,79,162.42999267578125,-29.592635153216705,35,60,D+
ALGM,Allegro MicroSystems Inc. Common Stock,Semiconductors,6,46.47999954223633,-33.23757870073016,85,81,C-
ALGN,Align Technology Inc. Common Stock,Industrial Specialties,83,176.75999450683594,-14.687005924996777,54,88,C
ALGS,Aligos Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),87,5.739999771118164,-56.82587635818788,19,6,A
ALGT,Allegiant Travel Company Common Stock,Air Freight/Delivery Services,25,100.9000015258789,-15.323935527904652,87,87,B+
ALH,Alliance Laundry Holdings Inc. Common Stock,Industrial Machinery/Components,79,25.5,-5.3100641996685845,54,,D+
ALHC,Alignment Healthcare Inc. Common Stock,Medical Specialities,33,20.600000381469727,-16.12377512452323,64,94,D
ALIT,Alight Inc. Class A Common Stock,Business Services,99,21.739999771118164,-80.59589095339815,38,42,B+
ALK,Alaska Air Group Inc. Common Stock,Air Freight/Delivery Services,25,45.5099983215332,-28.734735536228396,45,39,C-
ALKS,Alkermes plc Ordinary Shares,Biotechnology: Pharmaceutical Preparations,87,52.720001220703125,-4.527345064713073,93,66,A-
ALKT,Alkami Technology Inc. Common Stock,Computer Software: Prepackaged Software,120,17.90999984741211,-36.53437178172929,32,72,B+
ALL,Allstate Corporation (The) Common Stock,Property-Casualty Insurers,35,249.89999389648438,-2.5541111322931243,75,84,C+
ALLE,Allegion plc Ordinary Shares,Diversified Commercial Services,89,137.24000549316406,-23.05313105868749,37,68,D+
ALLO,Allogene Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances),87,1.7899999618530273,-41.50326812662988,60,6,D-
ALLR,Allarity Therapeutics Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,87,1.190000057220459,-39.59390660212503,43,,D-
ALLT,Allot Ltd. Ordinary Shares,Computer Communications Equipment,33,8.050000190734863,-29.999998341435973,40,91,B
ALLY,Ally Financial Inc. Common Stock,Major Banks,15,45.63999938964844,-3.4074086991567443,63,67,C-
ALM,Almonty Industries Inc. Common Shares,Other Metals and Minerals,138,13.770000457763672,-41.204097297583445,86,,E
ALMR,Alamar Biosciences Inc. Common Stock,Biotechnology: Laboratory Analytical Instruments,56,25.950000762939453,-8.691060192553623,70,,B
ALMS,Alumis Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,87,28.65999984741211,-5.412539376048963,99,6,A
ALMU,Aeluma Inc. Common Stock,Semiconductors,6,14.600000381469727,-53.636073396035776,25,22,E+
ALNT,Allient Inc. Common Stock,Electrical Products,6,87.66999816894531,-14.825611669082184,91,84,D
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations,87,267.4700012207031,-45.549855348717784,24,97,E
ALOT,AstroNova Inc. Common Stock,Computer peripheral equipment,56,28.6200008392334,0.0,98,78,A+
ALOV,Aldabra 4 Liquidity Opportunity Vehicle Inc. Class A Ordinary Shares,,,9.9399995803833,-0.6000041961669922,48,,D
ALOY,REalloys Inc. Common Stock,EDP Services,128,8.885000228881836,-65.66846786320124,26,,D-
ALP,Alpha Compute Corp Common Stock,Oil & Gas Production,23,0.20100000500679016,-98.15765345721368,5,6,A-
ALPS,ALPS Group Inc Ordinary Share,,,0.5,-80.46874956344253,7,,D
