symbol,price,rs_raw,pct_off_high,adv50,vol_pct_chg,price_day_chg,ad_raw,history_days,rs_rating,ad_rating,name,sector,industry,market_cap,last_sale,country,ipo_year,industry_rank,group_grade,eps_q0_growth,eps_q1_growth,eps_annual_growth,eps_stability,sales_growth,eps_source,eps_rating,eps_rs_sum
DK,63.25,9.547001973477334,0.0,1207737.52,22.62399531977777,2.695242479784854,0.012014214616949778,720,96,A-,Delek US Holdings Inc. Common Stock,Energy,Integrated oil Companies,3876437032.0,63.25,United States,2017,4,A+,999.0,999.0,999.0,999.0,0.4239373178394338,reported,96,192
DVA,236.97000122070312,9.042388671208737,0.0,896481.64,-56.29782222868502,1.2649061080084456,0.007279128007289012,720,95,B,DaVita Inc. Common Stock,Health Care,Misc Health and Biotechnology Services,15213474000.0,236.97,United States,,4,A+,43.50000000000001,51.78571428571427,9.328053278557945,0.1439598046078488,5.9567945565248515,reported,91,186
MPC,312.6000061035156,8.095354565560028,0.0,2396979.44,-11.260315190688496,2.2069641540943596,0.005643725833000986,720,92,B,Marathon Petroleum Corporation Common Stock,Energy,Integrated oil Companies,91259392101.0,312.6,United States,,4,A+,999.0,428.57142857142856,999.0,999.0,8.512866072278454,reported,95,187
PGNY,31.93000030517578,7.749467175235661,-1.328801906877064,1551245.84,-42.15023970668634,0.21971027458635994,0.008156189520022835,720,91,B+,Progyny Inc. Common Stock,Health Care,Misc Health and Biotechnology Services,2501152574.0,31.93,United States,2019,4,A+,70.58823529411762,,29.398934610938454,,1.3782334170683685,diluted,89,180
PSX,206.86000061035156,7.3864583749380195,0.0,2603131.12,-9.276333341211028,2.751834435020095,0.006439767932552812,720,89,B,Phillips 66 Common Stock,Energy,Integrated oil Companies,82937418237.0,206.86,United States,,4,A+,999.0,999.0,999.0,999.0,6.933946763062767,reported,96,185
AMD,495.760009765625,11.150601187920527,-14.658030902444297,32888058.6,-8.307053430025213,-1.034054507632809,0.005904617205385306,720,97,B,Advanced Micro Devices Inc. Common Stock,Technology,Semiconductors,808386572791.0,495.76,United States,,6,A+,42.70833333333335,40.36697247706421,22.95199352590913,0.25402358308313217,37.84619521376714,reported,90,187
ASX,38.40999984741211,12.016730854384774,-14.015095296058854,11307820.92,-15.509397720458418,-2.7841015460676077,-0.0006713983719526466,720,98,D,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares),Technology,Semiconductors,85535182562.0,38.41,Taiwan,2018,6,A+,100.0,61.53846153846153,5.511819868320456,0.2128251907914098,17.21790641369746,reported,90,188
ARW,206.61000061035156,7.552444793514905,-12.017204360882994,715514.44,-50.829503874163606,1.2297865907769268,0.00010102562981571708,720,90,D+,Arrow Electronics Inc. Common Stock,Technology,Electronic Components,10564784583.0,206.61,United States,,7,A+,190.0,47.81144781144779,8.342411503229808,0.31808287496928783,39.030295932634154,reported,89,179
AVT,85.6500015258789,7.39069487556497,-7.83385209877312,1342349.2,-34.111034595170906,1.0500228494779718,0.001891719884341255,720,89,C-,Avnet Inc. Common Stock,Technology,Electronic Components,7025362538.0,85.65,United States,,7,A+,76.1904761904762,20.689655172413797,13.491846361759642,0.23851752915996446,33.94567092778881,reported,87,176
PGC,46.099998474121094,7.204744022907767,-4.614118089068009,170270.1,38.66497993482121,-2.371882078840304,-0.0002851359622573779,720,88,D,Peapack-Gladstone Financial Corporation Common Stock,Finance,Commercial Banks,816817226.0,46.1,United States,,9,A+,86.04651162790698,41.99999999999999,2.89698371135505,0.23438360280493303,28.424216401889225,reported,86,174
VBNK,21.149999618530273,7.57284317338727,-10.761688601039232,104401.96,68.67307855139883,-1.5821319507170917,0.02239676659680783,720,90,A,VersaBank Common Shares,Finance,Commercial Banks,680938992.0,21.15,Canada,,9,A+,47.36842105263159,47.36842105263159,7.820272807754569,0.2509951608040778,27.054646803145427,reported,86,176
ECO,53.880001068115234,8.218952820819613,-5.090715811775571,490541.84,45.18476140587722,-5.090715811775571,-0.0004842004336205988,720,93,D,Okeanis Eco Tankers Corp. Common Stock,Consumer Discretionary,Marine Transportation,2103726011.0,53.88,,,12,A,497.43589743589746,334.1463414634147,54.31154503608444,0.5667009888310601,112.3144119056663,reported,96,189
FRO,36.4900016784668,7.604413587425828,-14.90205044421028,3112484.72,-35.587282176280056,-1.8294229862153677,-0.00020475849508095698,720,90,D,Frontline Plc Ordinary Shares,Consumer Discretionary,Marine Transportation,8123509220.0,36.49,Bermuda,,12,A,1573.3333333333333,,-8.373967292582096,,66.93123548026718,diluted,89,179
HSHP,14.59000015258789,8.188135801051487,-7.010831467265966,325119.02,-1.9894314396001866,-5.074819380474049,-0.0008348867828740746,720,93,D,Himalaya Shipping Ltd. Common Shares,Consumer Discretionary,Marine Transportation,682082500.0,14.59,,2023,12,A,999.0,,999.0,,52.72727272727272,diluted,99,192
INSW,86.76000213623047,8.87916183147465,-3.578574239356258,597210.36,-47.184774222603906,-1.6661012861534763,0.0006098667786091531,720,95,D+,International Seaways Inc. Common Stock,Consumer Discretionary,Marine Transportation,4295027425.0,86.76,United States,2016,12,A,387.49999999999994,172.22222222222226,29.603501414552326,0.49001243763692764,77.4736359968156,reported,95,190
LPG,41.029998779296875,7.164371836454425,-14.019283885734312,732288.24,-20.671674312289923,-0.6537541470978736,0.0006129684025950817,720,88,D+,Dorian LPG Ltd. Common Stock,Consumer Discretionary,Marine Transportation,1755373401.0,41.03,United States,2014,12,A,656.0,158.13953488372096,21.356556814156626,0.7666322418350875,101.9691579089891,reported,93,181
SHIP,14.010000228881836,7.496239543137998,-14.80385612655648,234300.34,-14.802940533504982,-5.401756705389538,0.00018739782381166164,720,90,D+,Seanergy Maritime Holdings Corp. Common Stock,Consumer Discretionary,Marine Transportation,303571454.0,14.01,Greece,,12,A,999.0,,1.706813252715933,,77.03461951582253,diluted,90,180
FNRN,18.299999237060547,7.188152561042822,-1.7185906968306353,209851.88,-34.861674815588984,-1.7185906968306353,-0.0001762533547054013,720,88,D,First Northern Community Bancorp Common stock,Finance,Savings Institutions,300248210.0,18.3,United States,,13,A,72.56503544773436,,13.369638718613208,,9.488750147249382,diluted,85,173
ALRS,32.150001525878906,6.951295858892243,-1.3501031747434555,229507.48,-24.58895021635025,-1.3501031747434555,0.006881001842779911,720,86,B,Alerus Financial Corporation Common Stock,Finance,Major Banks,807885969.0,32.15,United States,2019,15,A,71.15384615384615,93.18181818181817,0.3236313636032273,0.2520589480078436,9.957071484037332,reported,87,173
