symbol,price,rs_raw,pct_off_high,adv50,vol_pct_chg,price_day_chg,ad_raw,history_days,rs_rating,ad_rating,name,sector,industry,market_cap,last_sale,country,ipo_year,industry_rank,group_grade,eps_q0_growth,eps_q1_growth,eps_annual_growth,eps_stability,sales_growth,eps_source,eps_rating,eps_rs_sum
DK,67.87000274658203,10.209189485986709,0.0,1159609.14,-34.20567554339904,0.23630728736203643,0.010927540496480275,721,97,A-,Delek US Holdings Inc. Common Stock,Energy,Integrated oil Companies,4159585476.0,67.87,United States,2017,1,A+,999.0,999.0,999.0,999.0,0.4239373178394338,reported,96,193
MPC,316.4700012207031,7.934405523673341,-1.028899313373599,2299881.72,-26.69683900092046,0.7609573199875319,0.0042921150049052845,721,93,B-,Marathon Petroleum Corporation Common Stock,Energy,Integrated oil Companies,92389186878.0,316.47,United States,,1,A+,999.0,428.57142857142856,999.0,999.0,8.512866072278454,reported,95,188
PSX,211.67999267578125,7.254278905555741,-0.27795335412645894,2557589.82,13.825562536841819,0.5128141220161142,0.004799359875086474,721,90,B,Phillips 66 Common Stock,Energy,Integrated oil Companies,84869925034.0,211.68,United States,,1,A+,999.0,999.0,999.0,999.0,6.933946763062767,reported,96,186
VLO,312.8999938964844,8.404919442873915,-0.6035558990345136,2975886.76,-19.831022064831515,0.3817658958736869,0.005196749692621915,721,94,B,Valero Energy Corporation Common Stock,Energy,Integrated oil Companies,92910267488.0,312.9,United States,,1,A+,374.15730337078645,496.8749999999999,999.0,0.6956442246154815,48.80390779216434,reported,98,192
ARW,216.57000732421875,7.435366329259898,-7.77583544029985,597341.6,-39.803288436633245,1.747710178074402,0.0009524264674926987,721,91,C-,Arrow Electronics Inc. Common Stock,Technology,Electronic Components,11074078685.0,216.57,United States,,3,A+,190.0,47.81144781144779,8.342411503229808,0.31808287496928783,39.030295932634154,reported,88,179
AVT,88.83999633789062,7.026519263708181,-4.401166419728675,1277914.86,-7.525686022619704,2.350222597246221,0.00193991045066514,721,88,C,Avnet Inc. Common Stock,Technology,Electronic Components,7287019356.0,88.84,United States,,3,A+,76.1904761904762,20.689655172413797,13.491846361759642,0.23851752915996446,33.94567092778881,reported,87,175
BAP,400.5799865722656,7.132231356812069,-0.4201164609743735,461252.86,-41.34605474316192,-0.4201164609743735,0.006095291609062811,721,89,B,Credicorp Ltd. Common Stock,Finance,Commercial Banks,37807668544.0,400.58,Peru,,4,A+,25.247524752475254,56.46437994722954,53.47881826097422,0.18220693451903702,11.099374097925075,reported,94,183
PGC,45.97999954223633,7.273253768737048,-4.862408855338285,197906.8,-0.38745510513028547,-0.08692071953378955,-0.0002815992786608781,721,90,D+,Peapack-Gladstone Financial Corporation Common Stock,Finance,Commercial Banks,814691020.0,45.98,United States,,4,A+,107.31707317073172,86.04651162790698,3.5722362798272567,0.17171243057962501,28.424216401889225,reported,91,181
RY,209.50999450683594,6.663472099539466,-3.2592674322815762,1587888.44,-50.3981526561148,-0.29031059610074017,0.0006605010708855604,721,85,C-,Royal Bank Of Canada Common Stock,Finance,Commercial Banks,291172239399.0,209.51,Canada,,4,A+,24.999999999999993,12.707182320441987,9.442924858406831,0.05327259790467023,11.32473173224323,reported,85,170
ACNB,64.4800033569336,6.998047667997335,-0.12390676066484918,72402.8,-26.052583601739165,1.0183323002235456,0.008122554979877685,721,88,B+,ACNB Corporation Common Stock,Finance,Major Banks,658472597.0,64.48,United States,,8,A+,65.82278481012658,56.976744186046524,16.824480241400884,0.19702907695321578,19.00857793079302,reported,93,181
ALRS,33.27000045776367,7.057737183460392,-0.8641266497627198,247286.36,-10.743965012870094,-0.8641266497627198,0.006232243835315276,721,88,B+,Alerus Financial Corporation Common Stock,Finance,Major Banks,836030052.0,33.27,United States,2019,8,A+,71.15384615384615,93.18181818181817,0.3236313636032273,0.2520589480078436,9.957071484037332,reported,86,174
